transaction_id,town,state,datestamp,bread_size,bread_price_NGN
7886,Lafia,Nasarawa,2025-03-15,Large,2200
7887,Gombe,Gombe,2025-05-01,Medium,1200
7888,Lafia,Nasarawa,2025-10-16,Large,2200
7889,Mubi,Adamawa,2025-11-03,Large,2200
7890,Eleme,Rivers,2025-12-17,Extra Large,3500
7891,Umuahia,Abia,2025-11-28,Extra Large,3500
7892,Mutum Biyu,Taraba,2024-05-11,Small,500
7893,Lokoja,Kogi,2025-01-30,Extra Large,3500
7894,Owerri,Imo,2026-01-11,Extra Large,3500
7895,Suleja,Niger,2025-11-02,Extra Large,3500
7896,Ohafia,Abia,2026-03-01,Small,500
7897,Akamkpa,Cross River,2025-07-06,Small,500
7898,Owo,Ondo,2024-08-16,Small,500
7899,Buni Yadi,Yobe,2025-10-10,Small,500
7900,Umuahia,Abia,2024-11-01,Small,500
7901,Biu,Borno,2025-03-31,Small,500
7902,Owerri,Imo,2025-03-24,Medium,1200
7903,Ikeja,Lagos,2025-01-26,Small,500
7904,Gumel,Jigawa,2025-07-14,Medium,1200
7905,Igbara-Odo,Ekiti,2024-06-18,Large,2200
7906,Saki,Oyo,2024-08-04,Large,2200
7907,Gombe,Gombe,2025-04-05,Medium,1200
7908,Minna,Niger,2024-08-18,Small,500
7909,Nguru,Yobe,2024-09-12,Small,500
7910,Obudu,Cross River,2024-05-06,Large,2200
7911,Bori,Rivers,2025-04-28,Large,2200
7912,Gumel,Jigawa,2025-10-09,Medium,1200
7913,Ikot Ekpene,Akwa Ibom,2025-04-21,Large,2200
7914,Tsafe,Zamfara,2026-03-04,Large,2200
7915,Bichi,Kano,2026-03-15,Medium,1200
7916,Sokoto,Sokoto,2026-04-06,Small,500
7917,Gusau,Zamfara,2025-01-24,Small,500
7918,Tsafe,Zamfara,2025-04-19,Extra Large,3500
7919,Omu-Aran,Kwara,2025-08-08,Medium,1200
7920,Bichi,Kano,2025-07-01,Large,2200
7921,Kontagora,Niger,2025-02-19,Medium,1200
7922,Ishieke,Ebonyi,2024-05-25,Large,2200
7923,Asaba,Delta,2026-03-01,Extra Large,3500
7924,Port Harcourt,Rivers,2025-02-02,Large,2200
7925,Ilaro,Ogun,2025-06-14,Small,500
7926,Mbaise,Imo,2024-09-15,Small,500
7927,Ijebu-Ode,Ogun,2025-03-11,Large,2200
7928,Nguru,Yobe,2024-10-30,Small,500
7929,Osogbo,Osun,2026-02-23,Large,2200
7930,Ile-Ife,Osun,2025-10-06,Extra Large,3500
7931,Minna,Niger,2025-05-04,Medium,1200
7932,Omuo-Ekiti,Ekiti,2025-04-19,Small,500
7933,Ikorodu,Lagos,2025-09-12,Large,2200
7934,Yola,Adamawa,2025-09-18,Large,2200
7935,Ado-Ekiti,Ekiti,2025-08-15,Small,500
7936,Ile-Ife,Osun,2026-03-05,Small,500
7937,Ikare,Ondo,2025-10-16,Small,500
7938,Zuru,Kebbi,2024-10-21,Small,500
7939,Jebba,Kwara,2024-05-22,Extra Large,3500
7940,Nnewi,Anambra,2025-12-12,Medium,1200
7941,Ekpoma,Edo,2025-08-01,Large,2200
7942,Azare,Bauchi,2025-09-03,Medium,1200
7943,Yauri,Kebbi,2025-09-18,Extra Large,3500
7944,Dutse,Jigawa,2025-08-11,Extra Large,3500
7945,Gumel,Jigawa,2024-11-04,Medium,1200
7946,Gboko,Benue,2025-03-25,Extra Large,3500
7947,Nnewi,Anambra,2025-09-06,Extra Large,3500
7948,Dikwa,Borno,2024-10-29,Small,500
7949,Gembu,Taraba,2025-07-11,Extra Large,3500
7950,Owo,Ondo,2026-03-23,Extra Large,3500
7951,Oji River,Enugu,2026-01-02,Large,2200
7952,Lafia,Nasarawa,2024-05-06,Medium,1200
7953,Omuo-Ekiti,Ekiti,2025-11-11,Extra Large,3500
7954,Birnin Kudu,Jigawa,2025-08-11,Extra Large,3500
7955,Rijau,Niger,2026-02-26,Small,500
7956,Epe,Lagos,2025-02-11,Small,500
7957,Auchi,Edo,2025-06-29,Extra Large,3500
7958,Jos,Plateau,2026-02-14,Large,2200
7959,Owerri,Imo,2025-05-11,Small,500
7960,Auchi,Edo,2024-09-12,Small,500
7961,Epe,Lagos,2025-03-02,Extra Large,3500
7962,Orlu,Imo,2025-12-24,Medium,1200
7963,Agbor,Delta,2024-10-28,Extra Large,3500
7964,Nsukka,Enugu,2024-12-03,Medium,1200
7965,Bida,Niger,2026-04-04,Large,2200
7966,Eket,Akwa Ibom,2025-08-21,Medium,1200
7967,Argungu,Kebbi,2025-01-31,Medium,1200
7968,Kontagora,Niger,2024-12-08,Extra Large,3500
7969,Ekpoma,Edo,2025-02-21,Medium,1200
7970,Ede,Osun,2026-01-27,Medium,1200
7971,Afikpo,Ebonyi,2025-10-10,Large,2200
7972,Asaba,Delta,2024-06-30,Medium,1200
7973,Orlu,Imo,2025-08-05,Small,500
7974,Gboko,Benue,2025-11-15,Small,500
7975,Dass,Bauchi,2025-01-03,Medium,1200
7976,Biu,Gombe,2024-08-09,Large,2200
7977,Wudil,Kano,2025-10-26,Medium,1200
7978,Malumfashi,Katsina,2026-03-07,Small,500
7979,Wukari,Taraba,2025-02-11,Small,500
7980,Pankshin,Plateau,2024-12-08,Large,2200
7981,Sagbama,Bayelsa,2026-04-18,Large,2200
7982,Okene,Kogi,2025-12-14,Extra Large,3500
7983,Ekwulobia,Anambra,2024-04-28,Large,2200
7984,Idanre,Ondo,2024-06-17,Small,500
7985,Efon,Ekiti,2025-09-18,Medium,1200
7986,Maiduguri,Borno,2025-05-15,Small,500
7987,Bida,Niger,2025-08-18,Medium,1200
7988,Nsukka,Enugu,2025-10-14,Medium,1200
7989,Ondo City,Ondo,2024-08-29,Medium,1200
7990,Degema,Rivers,2025-01-25,Extra Large,3500
7991,Ogbomoso,Oyo,2025-09-23,Medium,1200
7992,Dass,Bauchi,2024-09-18,Small,500
7993,Kontagora,Niger,2024-09-07,Large,2200
7994,Jos,Plateau,2026-03-21,Extra Large,3500
7995,Umuahia,Abia,2025-03-22,Large,2200
7996,Onitsha,Anambra,2025-12-13,Extra Large,3500
7997,Ikot Ekpene,Akwa Ibom,2024-09-09,Large,2200
7998,Ishieke,Ebonyi,2024-06-09,Large,2200
7999,Ogoja,Cross River,2024-09-07,Small,500
8000,Oron,Akwa Ibom,2025-11-02,Large,2200
8001,Onitsha,Anambra,2024-11-02,Extra Large,3500
8002,Kaduna,Kaduna,2026-02-15,Extra Large,3500
8003,Pankshin,Plateau,2025-02-19,Medium,1200
8004,Ikare,Ondo,2025-07-29,Extra Large,3500
8005,Ogoja,Cross River,2025-07-27,Small,500
8006,Ondo City,Ondo,2026-01-21,Small,500
8007,Eket,Akwa Ibom,2024-08-26,Extra Large,3500
8008,Efon,Ekiti,2024-11-27,Large,2200
8009,Bida,Niger,2025-01-28,Extra Large,3500
8010,Misau,Bauchi,2024-11-15,Extra Large,3500
8011,Kafanchan,Kaduna,2025-01-02,Extra Large,3500
8012,Enugu,Enugu,2025-06-29,Medium,1200
8013,Eleme,Rivers,2025-04-11,Large,2200
8014,Misau,Bauchi,2025-08-31,Extra Large,3500
8015,Abak,Akwa Ibom,2024-07-09,Large,2200
8016,Birnin Kebbi,Kebbi,2024-06-10,Large,2200
8017,Nsukka,Enugu,2025-10-28,Extra Large,3500
8018,Owo,Ondo,2024-05-02,Medium,1200
8019,Ikom,Cross River,2025-06-26,Medium,1200
8020,Kazaure,Jigawa,2026-04-18,Small,500
8021,Calabar,Cross River,2024-07-06,Medium,1200
8022,Tsafe,Zamfara,2025-05-13,Small,500
8023,Gboko,Benue,2024-05-02,Large,2200
8024,Anka,Zamfara,2025-07-11,Medium,1200
8025,Dutse,Jigawa,2026-04-18,Small,500
8026,Azare,Bauchi,2025-11-04,Extra Large,3500
8027,Ondo City,Ondo,2026-03-09,Medium,1200
8028,Efon,Ekiti,2025-04-07,Large,2200
8029,Bori,Rivers,2024-12-29,Medium,1200
8030,Onueke,Ebonyi,2025-03-06,Extra Large,3500
8031,Saki,Oyo,2025-01-23,Extra Large,3500
8032,Jamaare,Bauchi,2026-02-06,Medium,1200
8033,Ikom,Cross River,2026-04-27,Extra Large,3500
8034,Gembu,Taraba,2025-12-15,Extra Large,3500
8035,Nnewi,Anambra,2026-03-15,Large,2200
8036,Dass,Bauchi,2025-08-26,Small,500
8037,Lafia,Nasarawa,2025-01-28,Medium,1200
8038,Birnin Kudu,Jigawa,2024-06-07,Large,2200
8039,Bida,Niger,2025-01-12,Extra Large,3500
8040,Gashua,Yobe,2024-12-24,Extra Large,3500
8041,Numan,Adamawa,2024-07-09,Extra Large,3500
8042,Ejigbo,Osun,2025-03-27,Large,2200
8043,Keffi,Nasarawa,2025-09-19,Medium,1200
8044,Isuikwuato,Abia,2025-10-09,Extra Large,3500
8045,Warri,Delta,2026-02-05,Extra Large,3500
8046,Maiduguri,Borno,2024-08-06,Small,500
8047,Ughelli,Delta,2025-07-10,Small,500
8048,Nassarawa,Nasarawa,2026-01-22,Medium,1200
8049,Aba,Abia,2024-11-17,Extra Large,3500
8050,Yauri,Kebbi,2025-09-20,Large,2200
8051,Ejigbo,Osun,2025-12-13,Extra Large,3500
8052,Kafanchan,Kaduna,2025-01-21,Extra Large,3500
8053,Mutum Biyu,Taraba,2025-07-23,Large,2200
8054,Yauri,Kebbi,2025-08-21,Extra Large,3500
8055,Ilorin,Kwara,2025-04-09,Medium,1200
8056,Kazaure,Jigawa,2025-02-22,Extra Large,3500
8057,Kaduna,Kaduna,2024-09-11,Small,500
8058,Ekwulobia,Anambra,2026-04-17,Extra Large,3500
8059,Ankpa,Kogi,2026-03-27,Extra Large,3500
8060,Wukari,Taraba,2025-12-12,Large,2200
8061,Nnewi,Anambra,2024-05-09,Small,500
8062,Ilaro,Ogun,2025-01-15,Large,2200
8063,Gumel,Jigawa,2024-05-30,Small,500
8064,Warri,Delta,2025-12-08,Large,2200
8065,Funtua,Katsina,2024-12-20,Small,500
8066,Illela,Sokoto,2025-03-17,Extra Large,3500
8067,Kano,Kano,2025-07-14,Medium,1200
8068,Ikere-Ekiti,Ekiti,2025-02-13,Extra Large,3500
8069,Nguru,Yobe,2025-07-18,Small,500
8070,Tambuwal,Sokoto,2024-06-25,Large,2200
8071,Jos,Plateau,2025-03-05,Small,500
8072,Osogbo,Osun,2026-03-08,Medium,1200
8073,Ijebu-Ode,Ogun,2026-03-08,Small,500
8074,Funtua,Katsina,2026-04-18,Medium,1200
8075,Udi,Enugu,2026-01-13,Extra Large,3500
8076,Onitsha,Anambra,2026-02-17,Small,500
8077,Lokoja,Kogi,2025-10-15,Medium,1200
8078,Futungo,Adamawa,2024-11-27,Large,2200
8079,Azare,Bauchi,2024-09-16,Large,2200
8080,Isuikwuato,Abia,2024-08-09,Extra Large,3500
8081,Jamaare,Bauchi,2025-05-12,Extra Large,3500
8082,Eleme,Rivers,2025-06-19,Extra Large,3500
8083,Ogoja,Cross River,2026-01-13,Large,2200
8084,Agbor,Delta,2025-04-30,Large,2200
8085,Biu,Borno,2024-07-29,Large,2200
8086,Wamba,Nasarawa,2025-11-30,Large,2200
8087,Jalingo,Taraba,2024-12-03,Large,2200
8088,Birnin Kebbi,Kebbi,2025-09-01,Extra Large,3500
8089,Agbani,Enugu,2025-06-02,Extra Large,3500
8090,Bori,Rivers,2026-01-26,Small,500
8091,Zuru,Kebbi,2024-08-27,Medium,1200
8092,Dutse,Jigawa,2025-03-19,Large,2200
8093,Gusau,Zamfara,2024-07-20,Medium,1200
8094,Akure,Ondo,2025-08-24,Medium,1200
8095,Gumel,Jigawa,2024-10-20,Medium,1200
8096,Eket,Akwa Ibom,2024-09-28,Small,500
8097,Jebba,Kwara,2025-10-29,Medium,1200
8098,Ankpa,Kogi,2025-08-22,Large,2200
8099,Girei,Adamawa,2024-07-01,Medium,1200
8100,Daura,Katsina,2025-03-10,Small,500
8101,Gombe,Gombe,2025-10-02,Extra Large,3500
8102,Iseyin,Oyo,2024-08-22,Large,2200
8103,Nguru,Yobe,2026-03-07,Extra Large,3500
8104,Ikorodu,Lagos,2026-02-15,Large,2200
8105,Monguno,Borno,2025-11-08,Small,500
8106,Gwadabawa,Sokoto,2024-10-05,Large,2200
8107,Wukari,Taraba,2024-11-01,Medium,1200
8108,Isuikwuato,Abia,2025-04-10,Medium,1200
8109,Kamba,Kebbi,2026-02-12,Extra Large,3500
8110,Wamako,Sokoto,2024-07-25,Small,500
8111,Ijebu-Ode,Ogun,2024-08-04,Medium,1200
8112,Biu,Gombe,2025-05-22,Extra Large,3500
8113,Numan,Adamawa,2025-10-09,Extra Large,3500
8114,Zaria,Kaduna,2024-07-02,Extra Large,3500
8115,Ilaro,Ogun,2025-09-14,Large,2200
8116,Wukari,Taraba,2026-01-24,Small,500
8117,Ile-Ife,Osun,2026-03-09,Small,500
8118,Nassarawa,Nasarawa,2025-11-08,Medium,1200
8119,Enugu,Enugu,2025-07-10,Large,2200
8120,Nembe,Bayelsa,2025-08-10,Small,500
8121,Saki,Oyo,2025-01-27,Medium,1200
8122,Wudil,Kano,2025-10-03,Extra Large,3500
8123,Badagry,Lagos,2025-10-17,Large,2200
8124,Ota,Ogun,2025-01-30,Small,500
8125,Ijebu-Ode,Ogun,2025-08-09,Medium,1200
8126,Obudu,Cross River,2025-06-11,Medium,1200
8127,Deba,Gombe,2026-01-12,Small,500
8128,Ejigbo,Osun,2025-12-08,Small,500
8129,Warri,Delta,2024-10-07,Medium,1200
8130,Shendam,Plateau,2024-07-20,Small,500
8131,Oron,Akwa Ibom,2024-06-30,Large,2200
8132,Saminaka,Kaduna,2024-07-01,Extra Large,3500
8133,Ogidi,Anambra,2025-10-20,Large,2200
8134,Iseyin,Oyo,2026-03-13,Large,2200
8135,Dutse,Jigawa,2025-10-23,Extra Large,3500
8136,Ilaro,Ogun,2024-07-20,Large,2200
8137,Argungu,Kebbi,2025-01-20,Small,500
8138,Buni Yadi,Yobe,2026-01-10,Small,500
8139,Ile-Ife,Osun,2026-03-25,Extra Large,3500
8140,Sokoto,Sokoto,2025-06-22,Large,2200
8141,Misau,Bauchi,2024-04-28,Extra Large,3500
8142,Ogidi,Anambra,2024-06-11,Large,2200
8143,Ikorodu,Lagos,2025-05-23,Extra Large,3500
8144,Ohaozara,Ebonyi,2026-01-06,Medium,1200
8145,Wamako,Sokoto,2026-04-13,Extra Large,3500
8146,Ijebu-Ode,Ogun,2024-12-16,Small,500
8147,Asaba,Delta,2025-01-18,Extra Large,3500
8148,Minna,Niger,2025-09-05,Medium,1200
8149,Oguta,Imo,2025-11-30,Extra Large,3500
8150,Otukpo,Benue,2025-05-11,Small,500
8151,Numan,Adamawa,2025-07-10,Small,500
8152,Tsafe,Zamfara,2024-10-06,Small,500
8153,Agbor,Delta,2025-02-09,Extra Large,3500
8154,Vandeikya,Benue,2025-05-25,Medium,1200
8155,Girei,Adamawa,2025-03-29,Small,500
8156,Kontagora,Niger,2024-08-10,Small,500
8157,Maiduguri,Borno,2026-03-17,Extra Large,3500
8158,Ikom,Cross River,2025-12-30,Extra Large,3500
8159,Agbor,Delta,2025-04-27,Medium,1200
8160,Wamba,Nasarawa,2025-03-26,Medium,1200
8161,Kaltungo,Gombe,2025-07-10,Extra Large,3500
8162,Dutsin-Ma,Katsina,2024-08-11,Extra Large,3500
8163,Eket,Akwa Ibom,2025-08-26,Large,2200
8164,Oron,Akwa Ibom,2025-12-03,Extra Large,3500
8165,Zuru,Kebbi,2025-09-22,Extra Large,3500
8166,Wukari,Taraba,2025-07-08,Medium,1200
8167,Idah,Kogi,2024-12-08,Extra Large,3500
8168,Arochukwu,Abia,2026-04-20,Extra Large,3500
8169,Owerri,Imo,2024-07-26,Medium,1200
8170,Enugu,Enugu,2026-04-25,Large,2200
8171,Idah,Kogi,2025-09-25,Small,500
8172,Zuru,Kebbi,2025-04-11,Small,500
8173,Offa,Kwara,2025-12-23,Small,500
8174,Mutum Biyu,Taraba,2025-04-23,Medium,1200
8175,Bali,Taraba,2025-09-23,Large,2200
8176,Dutse,Jigawa,2025-01-27,Large,2200
8177,Ikorodu,Lagos,2026-04-14,Medium,1200
8178,Makurdi,Benue,2024-12-26,Large,2200
8179,Misau,Bauchi,2025-12-23,Extra Large,3500
8180,Awka,Anambra,2024-09-27,Medium,1200
8181,Kaltungo,Gombe,2025-10-14,Small,500
8182,Igbara-Odo,Ekiti,2025-12-10,Extra Large,3500
8183,Monguno,Borno,2025-09-20,Extra Large,3500
8184,Buni Yadi,Yobe,2024-06-04,Small,500
8185,Abak,Akwa Ibom,2026-01-19,Extra Large,3500
8186,Ejigbo,Osun,2024-09-04,Extra Large,3500
8187,Damaturu,Yobe,2025-04-18,Medium,1200
8188,Kaltungo,Gombe,2025-02-07,Large,2200
8189,Kaiama,Kwara,2026-04-16,Large,2200
8190,Kazaure,Jigawa,2025-08-21,Extra Large,3500
8191,Kano,Kano,2026-01-07,Medium,1200
8192,Ikare,Ondo,2026-04-21,Large,2200
8193,Yola,Adamawa,2025-06-01,Extra Large,3500
8194,Nsukka,Enugu,2024-12-29,Large,2200
8195,Barkin Ladi,Plateau,2025-09-04,Extra Large,3500
8196,Tambuwal,Sokoto,2026-04-20,Small,500
8197,Jebba,Kwara,2025-11-01,Extra Large,3500
8198,Epe,Lagos,2025-02-06,Medium,1200
8199,Ughelli,Delta,2025-05-17,Medium,1200
8200,Vandeikya,Benue,2024-11-19,Extra Large,3500
8201,Talata Mafara,Zamfara,2025-09-18,Small,500
8202,Akamkpa,Cross River,2024-09-16,Small,500
8203,Ankpa,Kogi,2026-01-12,Large,2200
8204,Daura,Katsina,2025-02-08,Medium,1200
8205,Biu,Gombe,2024-07-31,Large,2200
8206,Oporoma,Bayelsa,2025-10-28,Large,2200
8207,Jamaare,Bauchi,2025-06-25,Large,2200
8208,Birnin Kudu,Jigawa,2025-12-06,Medium,1200
8209,Ikare,Ondo,2026-01-08,Small,500
8210,Ogbomoso,Oyo,2025-09-27,Large,2200
8211,Danbatta,Kano,2025-03-27,Extra Large,3500
8212,Kazaure,Jigawa,2024-08-24,Medium,1200
8213,Monguno,Borno,2024-08-05,Large,2200
8214,Gashua,Yobe,2025-09-17,Small,500
8215,Bori,Rivers,2024-11-25,Small,500
8216,Akure,Ondo,2024-08-10,Extra Large,3500
8217,Ohafia,Abia,2024-10-03,Small,500
8218,Afikpo,Ebonyi,2025-10-26,Small,500
8219,Sokoto,Sokoto,2025-10-16,Extra Large,3500
8220,Gusau,Zamfara,2024-05-03,Large,2200
8221,Otukpo,Benue,2025-10-09,Large,2200
8222,Kagoro,Kaduna,2025-06-21,Extra Large,3500
8223,Ogidi,Anambra,2025-09-04,Large,2200
8224,Talata Mafara,Zamfara,2026-04-19,Extra Large,3500
8225,Ilesa,Osun,2024-08-12,Small,500
8226,Akamkpa,Cross River,2026-03-22,Medium,1200
8227,Nguru,Yobe,2025-03-05,Large,2200
8228,Orlu,Imo,2026-01-02,Small,500
8229,Ughelli,Delta,2026-03-04,Large,2200
8230,Futungo,Adamawa,2024-07-06,Extra Large,3500
8231,Benin City,Edo,2026-04-09,Medium,1200
8232,Ilaro,Ogun,2024-09-05,Extra Large,3500
8233,Ibadan,Oyo,2024-06-04,Extra Large,3500
8234,Ilaro,Ogun,2026-04-13,Extra Large,3500
8235,Bauchi,Bauchi,2025-08-15,Medium,1200
8236,Zuru,Kebbi,2025-07-04,Medium,1200
8237,Zaria,Kaduna,2026-04-05,Small,500
8238,Ikom,Cross River,2025-07-29,Medium,1200
8239,Kaltungo,Gombe,2025-02-16,Small,500
8240,Azare,Bauchi,2024-05-21,Extra Large,3500
8241,Idanre,Ondo,2024-10-20,Medium,1200
8242,Ilaro,Ogun,2025-04-19,Large,2200
8243,Yola,Adamawa,2025-09-11,Extra Large,3500
8244,Ejigbo,Osun,2026-03-25,Small,500
8245,Argungu,Kebbi,2025-08-17,Large,2200
8246,Kagoro,Kaduna,2025-01-26,Small,500
8247,Kafanchan,Kaduna,2025-09-14,Small,500
8248,Afikpo,Ebonyi,2025-11-29,Medium,1200
8249,Ilorin,Kwara,2025-08-21,Extra Large,3500
8250,Malumfashi,Katsina,2025-11-16,Large,2200
8251,Owo,Ondo,2026-01-19,Medium,1200
8252,Lafia,Nasarawa,2025-08-15,Small,500
8253,Kaura Namoda,Zamfara,2024-11-14,Medium,1200
8254,Omoku,Rivers,2025-08-17,Extra Large,3500
8255,Enugu,Enugu,2025-01-20,Large,2200
8256,Wamba,Nasarawa,2024-07-23,Large,2200
8257,Jebba,Kwara,2024-06-26,Medium,1200
8258,Uromi,Edo,2025-04-19,Extra Large,3500
8259,Akwanga,Nasarawa,2025-08-28,Small,500
8260,Dutsin-Ma,Katsina,2025-05-04,Small,500
8261,Mubi,Adamawa,2024-05-13,Large,2200
8262,Umuahia,Abia,2025-06-19,Large,2200
8263,Lokoja,Kogi,2025-06-19,Medium,1200
8264,Kafanchan,Kaduna,2024-11-13,Large,2200
8265,Kaura Namoda,Zamfara,2025-10-23,Extra Large,3500
8266,Warri,Delta,2025-11-28,Medium,1200
8267,Ohafia,Abia,2024-09-06,Extra Large,3500
8268,Orlu,Imo,2025-04-15,Small,500
8269,Gumel,Jigawa,2025-08-11,Large,2200
8270,Lafia,Nasarawa,2025-03-10,Large,2200
8271,Pankshin,Plateau,2025-06-18,Medium,1200
8272,Sapele,Delta,2024-07-08,Small,500
8273,Monguno,Borno,2024-06-12,Extra Large,3500
8274,Gembu,Taraba,2026-02-20,Extra Large,3500
8275,Argungu,Kebbi,2025-11-29,Small,500
8276,Calabar,Cross River,2024-09-09,Large,2200
8277,Isuikwuato,Abia,2025-12-12,Large,2200
8278,Wudil,Kano,2024-05-11,Extra Large,3500
8279,Degema,Rivers,2025-06-07,Extra Large,3500
8280,Vandeikya,Benue,2025-05-24,Medium,1200
8281,Ogidi,Anambra,2025-12-11,Large,2200
8282,Sokoto,Sokoto,2025-04-19,Small,500
8283,Vandeikya,Benue,2025-05-11,Extra Large,3500
8284,Owerri,Imo,2025-06-28,Large,2200
8285,Udi,Enugu,2025-09-30,Small,500
8286,Birnin Kebbi,Kebbi,2025-11-25,Small,500
8287,Hadejia,Jigawa,2024-07-26,Extra Large,3500
8288,Shendam,Plateau,2025-10-29,Extra Large,3500
8289,Abakaliki,Ebonyi,2026-04-02,Small,500
8290,Eleme,Rivers,2026-02-12,Small,500
8291,Kaura Namoda,Zamfara,2024-09-06,Small,500
8292,Abak,Akwa Ibom,2025-07-08,Extra Large,3500
8293,Bali,Taraba,2024-09-05,Extra Large,3500
8294,Daura,Katsina,2025-06-06,Large,2200
8295,Ibadan,Oyo,2025-12-03,Extra Large,3500
8296,Gusau,Zamfara,2024-07-25,Medium,1200
8297,Idanre,Ondo,2024-07-30,Medium,1200
8298,Owerri,Imo,2024-09-24,Large,2200
8299,Hadejia,Jigawa,2024-08-22,Medium,1200
8300,Arochukwu,Abia,2025-06-12,Small,500
8301,Onitsha,Anambra,2026-01-09,Medium,1200
8302,Onitsha,Anambra,2024-05-22,Extra Large,3500
8303,Idah,Kogi,2026-04-13,Small,500
8304,Argungu,Kebbi,2025-05-01,Medium,1200
8305,Kano,Kano,2025-01-17,Small,500
8306,Wudil,Kano,2025-05-29,Small,500
8307,Kontagora,Niger,2025-03-02,Extra Large,3500
8308,Uyo,Akwa Ibom,2026-03-18,Large,2200
8309,Misau,Bauchi,2024-04-27,Large,2200
8310,Asaba,Delta,2024-12-02,Small,500
8311,Kontagora,Niger,2026-03-19,Medium,1200
8312,Udi,Enugu,2025-05-11,Medium,1200
8313,Ikom,Cross River,2025-11-20,Medium,1200
8314,Kaduna,Kaduna,2025-08-21,Small,500
8315,Argungu,Kebbi,2025-03-18,Medium,1200
8316,Auchi,Edo,2025-06-22,Small,500
8317,Epe,Lagos,2025-09-17,Medium,1200
8318,Yola,Adamawa,2025-05-14,Small,500
8319,Bauchi,Bauchi,2026-04-17,Medium,1200
8320,Birnin Kudu,Jigawa,2025-01-09,Large,2200
8321,Nsukka,Enugu,2025-05-25,Small,500
8322,Ikere-Ekiti,Ekiti,2024-09-27,Medium,1200
8323,Ikeja,Lagos,2024-07-08,Extra Large,3500
8324,Biu,Borno,2025-12-17,Medium,1200
8325,Oguta,Imo,2024-10-17,Large,2200
8326,Kabba,Kogi,2024-09-11,Large,2200
8327,Okene,Kogi,2024-12-02,Medium,1200
8328,Daura,Katsina,2025-12-26,Extra Large,3500
8329,Funtua,Katsina,2026-03-27,Extra Large,3500
8330,Akure,Ondo,2025-07-11,Medium,1200
8331,Birnin Kudu,Jigawa,2024-10-01,Extra Large,3500
8332,Ondo City,Ondo,2025-01-14,Large,2200
8333,Benin City,Edo,2024-07-29,Large,2200
8334,Mbaise,Imo,2025-07-25,Extra Large,3500
8335,Barkin Ladi,Plateau,2024-06-20,Large,2200
8336,Anka,Zamfara,2024-10-30,Medium,1200
8337,Barkin Ladi,Plateau,2025-01-31,Large,2200
8338,Minna,Niger,2026-02-16,Large,2200
8339,Uromi,Edo,2025-02-13,Extra Large,3500
8340,Badagry,Lagos,2024-06-26,Small,500
8341,Kagoro,Kaduna,2024-10-29,Extra Large,3500
8342,Onueke,Ebonyi,2025-03-03,Medium,1200
8343,Sokoto,Sokoto,2025-09-16,Extra Large,3500
8344,Sagamu,Ogun,2025-05-23,Small,500
8345,Kagoro,Kaduna,2024-06-17,Large,2200
8346,Biu,Gombe,2025-10-14,Extra Large,3500
8347,Ikeja,Lagos,2026-04-24,Large,2200
8348,Ilesa,Osun,2025-09-18,Extra Large,3500
8349,Owo,Ondo,2024-09-14,Medium,1200
8350,Okene,Kogi,2025-01-24,Extra Large,3500
8351,Akamkpa,Cross River,2025-08-20,Large,2200
8352,Orlu,Imo,2025-12-17,Large,2200
8353,Igbara-Odo,Ekiti,2025-07-13,Extra Large,3500
8354,Sapele,Delta,2025-02-27,Small,500
8355,Kabba,Kogi,2024-08-17,Small,500
8356,Ohaozara,Ebonyi,2026-04-22,Extra Large,3500
8357,Efon,Ekiti,2025-03-09,Medium,1200
8358,Yauri,Kebbi,2024-05-15,Medium,1200
8359,Danbatta,Kano,2025-07-12,Large,2200
8360,Gwadabawa,Sokoto,2024-06-22,Medium,1200
8361,Girei,Adamawa,2024-07-27,Small,500
8362,Rijau,Niger,2024-07-16,Medium,1200
8363,Rano,Kano,2025-06-01,Extra Large,3500
8364,Oguta,Imo,2024-06-14,Small,500
8365,Abeokuta,Ogun,2025-08-07,Large,2200
8366,Dukku,Gombe,2025-01-17,Small,500
8367,Katsina-Ala,Benue,2024-12-26,Medium,1200
8368,Ibadan,Oyo,2024-11-12,Small,500
8369,Owerri,Imo,2026-01-22,Extra Large,3500
8370,Oji River,Enugu,2024-10-09,Medium,1200
8371,Lafia,Nasarawa,2024-05-04,Extra Large,3500
8372,Abakaliki,Ebonyi,2025-01-27,Small,500
8373,Saminaka,Kaduna,2026-04-05,Extra Large,3500
8374,Shendam,Plateau,2025-01-28,Small,500
8375,Talata Mafara,Zamfara,2024-07-12,Extra Large,3500
8376,Saminaka,Kaduna,2026-03-04,Medium,1200
8377,Biu,Borno,2024-09-02,Small,500
8378,Danbatta,Kano,2025-10-11,Medium,1200
8379,Malumfashi,Katsina,2024-12-07,Extra Large,3500
8380,Ekpoma,Edo,2025-12-18,Large,2200
8381,Agbor,Delta,2025-04-19,Medium,1200
8382,Akwanga,Nasarawa,2025-05-18,Large,2200
8383,Suleja,Niger,2025-09-21,Medium,1200
8384,Katsina-Ala,Benue,2026-01-19,Medium,1200
8385,Katsina,Katsina,2025-06-04,Medium,1200
8386,Rijau,Niger,2025-07-15,Large,2200
8387,Sokoto,Sokoto,2026-02-11,Small,500
8388,Uromi,Edo,2024-08-29,Extra Large,3500
8389,Rano,Kano,2026-03-19,Extra Large,3500
